name,title,level,facing,categories,description,detail,remediation,metadata,cache_key
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.handle_updated_at\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""handle_updated_at"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_handle_updated_at_301a884953d37769916294bb60562e05
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.create_audio_section\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""create_audio_section"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_create_audio_section_a3ec29dbc66e87ee0bfe7350df976d2f
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.reorder_tasks\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""reorder_tasks"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_reorder_tasks_92f23200f13456434fb8377efee369e8
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.get_next_task_order\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""get_next_task_order"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_get_next_task_order_9d65a3419abc929893ec1920081735c3
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.update_track_positions\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""update_track_positions"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_update_track_positions_8dc5c2dee3cbe3b398a753d061868558
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.auto_accept_playlist_shares\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""auto_accept_playlist_shares"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_auto_accept_playlist_shares_02c71fb2f60d19d8a28e5d60d92eb9af
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.check_no_variant_chains\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""check_no_variant_chains"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_check_no_variant_chains_e08daa40f1513895288dae5faa8e68d3
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.get_variation_count\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""get_variation_count"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_get_variation_count_b4e653056740f01d9c6c827a8629ad56
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.unlink_all_variations\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""unlink_all_variations"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_unlink_all_variations_05ef99e42f92b899d8d82ea25fcbd96b
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.migrate_collaborators_to_auth\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""migrate_collaborators_to_auth"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_migrate_collaborators_to_auth_e91c32816ffc1be00052d7c24dda9fe4
